,Apogee_km,Perigee_km
0,-58128.331461486865,10583.31039397217
1,102800.81211557976,20658.888476486143
2,134432.23960056072,49.24179144114896
3,146774.38263023843,7485.352112063629
4,-57315.60979732923,14398.55059057267
5,-56581.398945989065,15455.47334750693
6,111390.78028054451,13559.03797352455
7,61199.104900689745,5511.619575922785
8,82476.60781957545,5584.869156729725
9,90078.86315378395,47939.88214161716
10,-23048.404470492293,16303.912114871613
11,284786.27114770695,12031.761202422098
12,12518.842778670805,16472.50679735098
13,118335.89338328975,27543.253175206344
14,-76332.37516400535,26645.8479437427
15,66618.6293637314,-1392.7302832986006
16,10018.815785029241,-355.612288790031
17,45862.72659045797,4420.156159730712
18,131835.47696180324,27912.09376802284
19,183306.8009576892,17812.847411131122
20,82261.94801205542,2817.6437208754724
21,-117881.1587801004,21613.621634611496
22,-10736.85076500255,11705.960086649333
23,-31744.713647365243,13687.337521839681
24,309245.28069551336,12655.961163693564
25,203753.27857333075,21645.017394473376
26,176080.9313974788,12198.492342887303
27,-95725.41859302498,-4627.655154707618
28,236307.74748902026,3041.5524504604273
29,78598.1749457065,32093.66046370317
30,81644.04532315172,18598.26115252407
31,-57082.15490197704,3068.7229824049027
32,120024.30046192964,12592.78312494903
33,-27853.402876677363,10168.384256828387
34,154370.47644125915,11072.18529225768
35,156634.83196721622,22040.972868985962
36,46399.207634905324,6356.335322585121
37,-97495.335167641,16497.84732687361
38,149682.51733689653,32217.3123435261
39,37471.9358191732,22522.63354785405
40,-123765.41380741113,21107.85982787468
41,-24852.273499095514,22375.20147480977
42,13659.257280049947,11308.232395454848
43,192219.98213049033,26704.4533461542
44,-53326.97528073402,22818.472076790946
45,135104.08305528958,19808.97486920768
46,188589.00705085325,3123.5906863305663
47,57909.2957762436,19509.655823545036
48,118335.01833999477,11364.819296339196
49,-15442.325558541888,16398.277752264545
50,30953.207857055717,16223.427691899524
51,121860.51355596364,15086.832964904968
52,-3796.2221589145556,22644.36014832682
53,53621.411122738114,17890.645128301796
54,51148.147552786555,6693.693558285457
55,53023.78394500298,26220.567017063135
56,87150.41672166405,19523.770129619574
57,98128.61338570269,5576.86356428768
58,93801.55377080184,23961.95482688905
59,106647.9219434554,13684.224393863213
60,170499.59057365687,25107.104344906984
61,92399.12018615936,14551.775766779176
62,231444.77044043783,22178.989602120055
63,105836.21250812833,14133.94376113233
64,106612.09951085565,2877.87556439306
65,-142312.0837224192,12570.875326139769
66,-32485.829112042724,3803.736310185297
67,148561.1261841171,3885.315892840932
68,214339.0232090067,1559.7777209230644
69,154727.54009673872,19189.61555915484
70,188905.75511786016,12325.898208570963
71,230584.28830202733,34250.136420298426
72,215724.29148253173,6898.433035442144
73,75464.32238911511,5018.331642950305
74,-140256.29478056807,37360.78703548745
75,42593.86460801236,4829.5374683680875
76,204640.30892000944,10921.847074881482
77,-107406.98369609524,8183.602819731619
78,-30739.578974072276,5543.989914835145
79,119193.63379022764,10554.121221203073
80,84090.26006395895,1382.605935638454
81,140967.51353153013,-11100.734747978198
82,193580.6607313755,24606.76595332911
83,-28585.001024099787,30755.166484411115
84,-134233.25581202612,-18959.008674413613
85,72916.74446339217,18886.00929332205
86,-131966.37454771262,24786.72873737821
87,195192.3685732866,20354.08335683261
88,64368.705039981534,12314.9446537249
89,181284.20444419692,14013.055424999473
90,268472.5671403555,-3988.263746243674
91,171238.51131166465,22574.652683336913
92,151562.34637216406,-11547.809477067583
93,189886.96096441333,23646.58684226744
94,224948.288001643,11184.230646545351
95,53932.05840044521,34188.67347245525
96,214607.96470961746,-8956.415769949197
97,1060.5718164645514,3416.8425425929036
98,99332.95312525363,6684.701094306903
99,108663.8082128973,9028.737148798706
