,Apogee_km,Perigee_km
0,4175.757129687699,729.4346441321956
1,692.872938704413,1144.7573705069765
2,-3944.6547359502274,-2119.5127101172484
3,2494.6526283184994,764.0416790962404
4,-603.4065674746295,976.2743080350965
5,2989.287925029401,528.8654415698145
6,-1224.7722517284155,1495.3939232683306
7,-450.7827512738114,1170.5056301716045
8,-2207.99520936086,527.8003217330643
9,-1901.8211695980358,2473.6868307907844
10,4176.083633304089,-66.53370360778547
11,-2982.3618522928728,3844.307527470584
12,-2457.407997756584,-761.9503446533713
13,3542.510659428153,629.3112599089993
14,2729.0520019195915,444.15363005015905
15,-1492.8907915259006,2412.3352082368037
16,2006.6715638355217,2351.492377339365
17,1307.513005639971,83.6145247017181
18,387.00674856951844,4300.624119218295
19,1158.4049731118753,1631.5164223394795
20,-410.1945750886017,2806.5375480860093
21,2711.4270447292224,2045.086709134109
22,-73.12354814976038,2249.998989571499
23,-2534.271051861418,771.3769493336357
24,2303.052128929712,906.7097308922084
25,3872.472479395873,684.610292493124
26,3018.0059411486773,2581.679738240974
27,-3585.063523805554,1370.1026779922886
28,-1756.0177730921264,-53.90423452325706
29,-351.4151161822973,471.74905895300805
30,7720.35243554113,-406.5353353147741
31,4791.851365822164,-484.92194158215375
32,-4592.5267665717765,-1151.2106953529346
33,-2501.088084312347,261.5765457670094
34,11915.440717599413,-30.166289530852282
35,892.1904085154146,-355.66290547901485
36,-1115.4221128801473,916.2861886961639
37,1565.3886729379706,-325.31267603607034
38,-278.66623564752433,-845.1751296178229
39,1100.8224152113714,1768.9149528229777
40,434.3643414166658,730.4833505646525
41,-2205.371563074987,2371.7353818459833
42,-2007.7360894155195,-252.98961408391892
43,915.5491712185312,784.5042927088823
44,3165.1025575407216,-235.12339223077788
45,1697.5755464018966,-767.3961158966533
46,-1224.5295604252851,465.3498836417963
47,-1827.8558661574189,1396.428639072755
48,-582.5738347192072,211.19823489257533
49,692.3854728582933,-512.497032770317
50,-1916.4827626429274,1830.3323103083776
51,-2926.914397581664,1538.2001109083903
52,1535.0803805117116,1963.6648738713752
53,-1095.1357888449438,-235.48834938307584
54,2466.7745196634287,-1626.6849031242891
55,-1167.0991724888095,-1307.2933264500334
56,3852.4956605387856,559.6488275841757
57,2978.072163193185,211.9097675834489
58,1948.8364200292272,-3.4612728671007744
59,276.96175444502467,131.95413423989498
60,3349.749299947147,259.3937611003479
61,1559.9993518882418,202.55399982182757
62,3579.3680590775443,1976.5697051203122
63,574.1100329988785,-1220.4139605653543
64,-2191.7850409936673,-33.57475818216119
65,2788.688601201223,2650.301948067304
66,3602.49779098495,698.0548176188173
67,-2562.6919293673145,566.2799619713861
68,1109.6653582218337,371.9587713712721
69,3244.136382731757,666.8062034719052
70,165.030210098741,1499.3328879438182
71,85.76112985632153,1025.2746527402098
72,2974.129833556753,3142.1094684293107
73,-465.98093125951493,-1928.6714123324264
74,1339.8250889020878,1022.7192167867864
75,4011.0360969029853,-2850.6750848189777
76,5436.302524883171,2270.916576815786
77,-1418.1663984781844,-1346.0377793477592
78,1555.3241742917266,713.7589257228672
79,28.36338403561524,1627.9890110013753
80,-1971.5977358277596,596.1727957174701
81,-2400.803502150089,1776.642974589979
82,3108.4852550419414,2215.9677547888705
83,-1541.8841331398366,486.73962004595273
84,-231.98820750179777,1044.9309298652079
85,-655.4272041925893,-1392.5183003431466
86,-15.185397999407883,1597.9788713781368
87,2321.01585933764,529.1229460208694
88,2933.904528403841,1023.2468173989223
89,-205.77196351278633,2079.1156155097037
90,3231.6672217849728,1446.1869784716746
91,2723.565274925933,2775.957450246229
92,-2323.857673195471,83.29396351892717
93,1028.9927166450375,-1973.6646709408815
94,860.0783917232578,487.0269388154568
95,580.4793611801243,-255.0990058263951
96,197.96517823273666,2871.0079175395545
97,2213.4649888953245,-2201.683163834746
98,281.7869166609005,-1394.0098418097564
99,-1597.4509398849523,554.7256675929018
