,Apogee_km,Perigee_km
0,734.2827989585691,854.9338233892339
1,920.3499806257969,605.1515613765805
2,950.8966105226548,721.1011360916241
3,812.1288975818384,1010.6219584710669
4,467.7823698183059,704.0826488831813
5,490.84188465778686,714.2563175701932
6,605.0950509170566,772.0300690791136
7,738.2609408328527,795.4067001164963
8,1189.2204148076016,1078.7016393972137
9,775.7733503548491,558.1571018325861
10,726.3211698329453,743.3813489102048
11,712.072812247031,201.43809881290952
12,639.7409587880356,704.9040000434911
13,540.782097569851,965.4172163491193
14,1281.0756542687836,1040.4529383612344
15,915.0648566506968,779.2007253117043
16,643.207345182534,1012.6345653174866
17,776.2298677231693,672.3023455044785
18,790.008484058445,1048.3862601240212
19,845.1924573572745,1072.9278902044343
20,1198.034345199867,862.196332147551
21,1317.7405272426731,775.3442752893825
22,1626.5971169773254,-902.6383144611209
23,-432.9383197729114,-1952.2635827533377
24,3142.5769356018372,-2434.9216747335136
25,831.8633211550449,649.8779520257547
26,867.9290080473353,456.68581473154876
27,1400.9505441655097,817.3248167237788
28,838.2491561927604,1204.7252074436337
29,1291.8593602397873,1233.0053781226916
30,687.665525314006,819.5133163934858
31,598.1740434497078,928.2345966870604
32,-76.72635515851903,3234.6795963202785
33,-2222.5624123691214,202.09266289880156
34,-208.90966320384337,-2932.6987791340293
35,-1062.8924036266615,-4148.1064792793095
36,1355.7048155469274,477.93254734812695
37,884.8011351868565,612.0043402679994
38,1027.2388143490496,1212.2396534832053
39,776.7345278148226,670.9549026723706
40,767.0814778607285,665.5045253453819
41,1824.1485537796925,1082.8310793191158
42,477.97037291020285,1047.4443680502534
43,705.6712556305582,441.68777420552414
44,1065.6305248635613,1046.0739503497398
45,1084.7906204256826,401.04356423397036
46,568.2142390232159,952.5283379058067
47,9649.61040610812,-89.18859525509174
48,-33.404889257641116,-849.6089339620398
49,1580.4966015141658,994.0197489130826
50,1176.1675966424332,899.6536572003682
51,835.930446034607,765.5406366705519
52,978.2213830340812,603.2236307427838
53,692.2663247274768,1178.3759406651689
54,619.2319785535267,716.3432072849007
55,667.0342928392456,714.2126516851318
56,-696.6322472294485,3115.3046359824784
57,617.0336987001015,920.781361724142
58,543.2309737133749,846.6163301191476
59,2529.552068288419,-4687.5406725587345
60,-2108.336644533355,2782.69657133965
61,-495.64954811801204,2411.789065276877
62,-180.372954033802,-954.583869629827
63,-1257.009956590122,2469.842197315401
64,98.47514276843617,4497.437292829376
65,-1800.810794103376,3787.6343174455324
66,791.4520252132058,1790.0196222909017
67,799.5345036820829,920.059853823562
68,587.1031360894284,583.4820429961648
69,846.408739054517,1135.3104251909672
70,593.3982000537645,764.4351147479346
71,499.29936099779684,359.43999684487926
72,665.4457786560856,604.129634989256
73,661.3297795165529,821.6821598626383
74,751.4712174111501,1228.8177173251884
75,753.7233894031302,1228.4475983975778
76,750.5227337422267,771.4103048746881
77,755.8609202730983,670.7394745597477
78,932.7256885993652,1047.5174861018188
79,755.9774870820247,719.2593301998888
80,162.3283675631925,830.8861015267474
81,732.6793235888367,546.8691642065044
82,1206.1784681229456,760.5342220230777
83,946.3150091179546,639.0032658999166
84,607.6595361328358,1211.925860434355
85,121.97622568973384,1192.0881181948214
86,665.6319824812466,941.8142189072805
87,846.0157539457517,1408.1868968636559
88,3228.9932663403797,1021.3049648530925
89,506.4610092841026,240.5142968658713
90,547.7607687590065,527.0428755195553
91,661.1455004503655,1169.3296341154096
92,652.947617103939,699.8460761599318
93,921.2216542806815,816.3286159828982
94,642.8865042210621,679.0035084068577
95,1339.236368805075,623.97132844922
96,630.1582924005752,1092.9080593313179
97,465.7612960165382,777.7758945244134
98,1029.1231837814041,554.977912596368
99,689.0462361789874,692.2473762800573
